,PTID1,PTID2,PTID3,PTID4,PTID5,PTID6,Mean,Median,NAs
FCRLB,2.92504688094426,4.198960750655371,4.19285879575016,5.269766956555046,5.642061326741816,2.031927521436218,4.043437038680478,4.195909773202766,0
FETUB,9.610768116755057,7.237338789398534,8.462726398006039,7.155162112530005,5.379139897130992,9.459209976184004,7.8840575483341055,7.850032593702286,0
FGF19,10.038913344032125,12.27056012137124,9.429998983921667,10.403194775771464,6.452001281846392,5.079847643204493,8.94575269169123,9.734456163976896,0
FGF2,5.181433009073858,8.618423441219507,5.152567952564029,2.935459047213328,14.0003614733747,29.432311082212,10.886759334276237,6.899928225146683,0
FGF21,6.7066707721291605,8.32084648516219,12.802932475559022,10.222702410570257,10.207813388139988,6.8475189910701335,9.184747420438459,9.26432993665109,0
FGF23,13.151759262082651,6.016375536707984,7.647395779106231,7.234180965040523,3.9126685002427815,5.461419064491555,7.237299851278621,6.625278250874254,0
FGF5,2.7974535952183412,2.4721687670338617,3.3505985951713644,3.359170007734861,5.074299238392217,3.5227437920224394,3.429405665928847,3.3548843014531124,0
FGFBP1,2.592962893387046,2.1398252531888526,1.8234391339403686,3.024204670011122,1.287282458527824,2.229084613776889,2.182799837138684,2.184454933482871,0
FGFR2,1.9168281086735568,1.44909805290412,16.194800660627056,2.0550538426812475,2.3347664719216414,2.4065650120324884,4.392852024806685,2.1949101573014445,0
FGR,6.952613214499068,9.699009597181208,9.146246500404292,8.969603050111797,12.437782343549314,12.274622949690563,9.913312942572707,9.422628048792749,0
FHIT,9.893476495228953,13.241271312299114,132.84236520269206,8.29574250875813,16.088767222630665,13.242801904985503,32.267404107765735,13.242036608642309,0
FKBP1B,14.743707709045859,16.22082972053933,5.972655916274212,7.895923388664577,10.603874114904295,15.962675359153323,11.899944368096932,12.673790911975077,0
FKBP5,9.268812853283281,11.756260477414697,27.980026906401665,9.578822204984641,12.271930619305012,12.629042779777812,13.914149306861185,12.014095548359855,0
FLI1,7.239876833384973,14.150414554184593,13.041507097269852,7.841115508331782,11.140797875617416,11.605644037628872,10.836559317736247,11.373220956623143,0
FLRT2,3.4476030401938624,4.889195862284707,3.71789147131327,1.9136370396273188,4.244684961264265,4.047540128568668,3.7100920838753484,3.882715799940969,0
FLT1,6.163313027222109,5.440760744193902,3.7282952115437094,4.184044237772718,3.0356757058190174,3.067993394946545,4.270013720249667,3.9561697246582135,0
FLT3,9.771632350987444,4.237267146322927,5.080845093009292,4.980184040162916,6.121234895563498,6.404333762812248,6.099249548143054,5.6010399942863955,0
FLT3LG,2.272299231028468,1.8886881379014016,1.6272418888575109,0.9761526774390084,1.8137176617474362,1.2290944409380722,1.6345323396519829,1.7204797753024734,0
FLT4,2.1223444692123494,1.159881909119236,1.482073427235237,1.4330448217244005,0.9455025926796331,1.1412165120429458,1.3806772886689669,1.2964633654218183,0
FOLR1,1.6118016122641496,2.3627881960945345,1.3265513995599254,1.6119708498846252,1.7535316470248514,0.886920067620758,1.592260628741474,1.6118862310743873,0
FOLR2,2.2201751374223075,4.421430288192676,22.56965086423108,3.0559347262385557,1.2089090815600507,2.2482139256111107,5.954052337209297,2.652074325924833,0
FOLR3,0.4948771187928953,0.748199842810169,1.2913807833887927,1.6121743471457608,1.5354936328971662,0.7355002343112038,1.0696043265576647,1.019790313099481,0
FOSB,3.461470327096439,4.396443400820954,3.579981386378969,2.5890995764408435,7.19310397431637,4.9614608446671085,4.363593251620114,3.9882123935999614,0
FOXO1,14.904763249030063,14.971967711916866,10.837896825531086,8.453225665846752,13.499124394464207,12.022465764690562,12.448240601913255,12.760795079577385,0
FOXO3,10.012998134980723,21.844062206988717,4.524084582906458,8.43401194253092,8.152014033097883,8.474233051407735,10.240233991985406,8.454122496969328,0
FRZB,4.5935536973540225,2.6214556457457743,2.6528611983200188,2.6259343763015717,3.4871592705395655,4.394856901833114,3.3959701816823444,3.070010234429792,0
FST,2.1153222306558424,1.9298571036058587,3.2908874834353643,2.381053719282513,3.3367722904380557,3.9270836407862935,2.8301627447006545,2.8359706013589387,0
FSTL3,7.694636672600441,4.801751067285469,4.091132063958997,5.401979457215586,3.552542553338909,3.999681563330734,4.923620562955023,4.446441565622234,0
FUCA1,4.5693949886743095,3.9248342059300354,3.033029901491415,2.9412867121172726,2.7870469951100194,3.9781312516664333,3.538954009164914,3.478932053710725,0
FURIN,7.068831538341313,2.8625498968217955,3.071290429548986,3.2189418356993214,3.111433184435421,4.12559467339197,3.909773593039801,3.165187510067371,0
FUS,7.106653984702068,8.87243574941919,6.20186272199111,8.20246747076613,5.189333558147756,8.656585283091218,7.371556461352911,7.654560727734099,0
FUT3,5.107217848631231,5.4863583138117376,3.848692717285528,5.202149916530129,4.683748202341252,7.071933059924333,5.233350009754035,5.15468388258068,0
FUT8,7.373125407723028,5.586153167623264,60.069043034772264,9.19826353668428,14.17331528192399,10.778139642688581,17.863006678569235,9.98820158968643,0
GAL,4.176131190620502,4.823180088662012,3.823103913502051,3.6201333116223813,3.759275496377229,1.3160990390455374,3.5863205066382853,3.79118970493964,0
GALNT10,3.3835664922575504,1.9214000714529929,3.916426059812055,2.99445391822623,4.4968582558579975,4.118427419038547,3.4718553694408953,3.649996276034803,0
GALNT2,3.0793762658945028,3.170951563161062,1.7538235681673822,1.6381953529502715,1.6235078261527967,2.197382731740506,2.2438728846777534,1.9756031499539441,0
GALNT7,4.465207673779433,2.2563014710959575,2.0791837612898005,2.0217559080467784,2.5526640497568756,2.4991311989776435,2.6457073438244145,2.3777163350368005,0
GAMT,7.751532793922468,12.306680461394242,7.742898067341287,7.185930961651218,8.303001316452367,7.557070055739765,8.474518942750224,7.7472154306318775,0
GAS6,2.3726027960503155,5.956065595783484,2.884554364886256,2.662953421592666,3.9670515386432346,4.723741299451116,3.7611615027345118,3.4258029517647453,0
GCG,19.17910661634865,21.546226717215358,17.91990362278297,20.327492936082752,16.32656619323803,14.659788304016345,18.32651406494735,18.54950511956581,0
GCNT1,6.797148900284641,4.879014162075624,5.170164593158048,7.107685071670869,9.139301040644119,4.576958187358992,6.278378659198715,5.983656746721344,0
GDF15,2.0442190949587764,3.1088545756359864,3.543484217275,3.5828913221855094,2.2622593213651365,4.02361070906489,3.0942198734142163,3.3261693964554935,0
GDF2,2.4181340498318615,3.1230434871919277,1.5957224504925773,2.1075308348688564,1.012121714599889,2.168874325433029,2.07090447706969,2.138202580150943,0
GDNF,4.10910970221081,6.730888582116652,4.63955903208941,5.978095105871122,15.455021546848522,4.508777658566856,6.903575271283895,5.308827068980266,0
GFER,6.226692041993866,11.675138979691349,5.147783879404483,8.530833976170522,9.389107578639715,8.053563660701812,8.170520019433624,8.292198818436166,0
GFRA1,1.9125064859144152,2.708025436816425,2.191915274062328,1.3136950218248964,1.9962361105113349,1.9379051906071345,2.0100472532894225,1.9670706505592346,0
GFRA2,1.5486374958572258,4.00856603699865,3.6968629786803464,3.7542537406799914,3.172915100267339,1.4806254633778386,2.943643469310232,3.434889039473843,0
GFRA3,1.9665900874984974,2.2827315206249605,1.9523890860022697,1.1722306526159418,2.034434284004522,2.997098899318808,2.0675790883441665,2.00051218575151,0
GGT5,3.1939182076899155,3.980011971163918,39.223762080498965,4.123146125230239,5.894699975449401,4.516959502990349,10.155416310503798,4.320052814110294,0
GH1,5.959777847465159,41.47943234179484,16.36925577728945,13.676925379329631,10.774407585686436,6.916493543552375,15.862715412519648,12.225666482508034,0
GH2,5.860423469578721,5.450104471134477,2.7326815885874685,,3.9538647302115755,2.5110346189111588,4.10162177568468,3.9538647302115755,1
GHRL,5.186810363364298,15.206201794603064,11.634770168006915,8.234060001238792,5.229673718183172,4.862709531673848,8.392370929511682,6.731866859710982,0
GKN1,4.535007871346436,47.869305180480126,7.288714891524447,21.03639939625202,7.456462272482748,9.598164372569666,16.29734233077591,8.527313322526208,0
GLB1,5.679124781902929,4.536893395024613,10.142963634596466,5.783226035388656,4.498886940842312,8.102512460173514,6.4572678746547485,5.731175408645793,0
GLO1,5.731691997768566,6.397574834331931,6.411381906815879,4.687198397830038,5.4572109211177855,5.853256735757831,5.756385798937005,5.792474366763198,0
GNLY,9.91328536155817,6.5358590285926175,6.33759341930534,4.071711314033364,6.1947028194321145,6.572456080955834,6.604268003979573,6.436726223948979,0
GOPC,14.65398332621894,23.110960867579582,6.641166753604073,11.595709782107244,13.09058669377455,13.321895149801172,13.73571709551426,13.206240921787861,0
GP1BA,3.035682629883592,3.28982678598404,3.863197600818506,4.275923141123606,4.90051704590321,4.7384752770939755,4.017270413467822,4.069560370971056,0
GP6,9.016756317958679,13.279882430262415,9.957555674249077,11.952718377909578,15.919704162680102,10.721444571817042,11.808010255812816,11.33708147486331,0
GPA33,6.106609845496455,3.5041577363547476,5.606536888730899,4.430298227753081,9.369810733230683,6.384140995191289,5.900259071126192,5.856573367113677,0
GPC1,2.588108666866009,15.430525894840944,2.300923102046204,2.3610053104031183,3.1538806108045665,1.6112366055288079,4.574280031748275,2.4745569886345637,0
GPNMB,0.7571437509493133,0.8236193631678075,11.274815125412477,0.8426934253596959,1.14079735186306,0.7651199972188798,2.600698168995206,0.8331563942637517,0
GRAP2,23.5419637416632,29.74804394834137,33.30269299082938,21.01255932571081,35.72113487413467,24.482127708799776,27.968087098246535,27.11508582857057,0
GRN,1.817322923694987,2.7933634695906044,2.235585050766251,2.1344432914941978,2.498252531300038,4.290534529427725,2.6282502993789674,2.366918791033145,0
GSAP,7.60436170464646,7.739091098171947,2.8423459798914408,8.462532444762168,10.013103744357544,16.28033472631086,8.823628283023403,8.100811771467058,0
GUSB,8.460973389739921,5.688637334372494,8.74802228143303,4.241170161232427,8.165652373551527,4.9899281167160146,6.715730609507569,6.927144853962011,0
GZMA,2.6605774783600222,2.3271537141806604,2.311332000036246,4.104412773343728,1.8613854279688609,1.88447658883467,2.5248896637873646,2.319242857108453,0
GZMB,3.8286401942765025,17.214303606650887,6.511157986923969,7.912709141057674,3.191220896672706,5.920938020459752,7.429828307673581,6.21604800369186,0
GZMH,5.242832177060338,10.993905618041396,3.628915561544877,6.397821455250198,5.468814293805792,5.303470340649738,6.172626574392057,5.386142317227765,0
HAGH,10.585918668868443,9.252175022510174,11.134361922908164,14.687981640827019,9.721447619787746,5.430499630688444,10.135397417598332,10.153683144328095,0
HAO1,3.4962735014846387,8.472091540122484,13.857188691594787,9.61150049362572,8.282682409133974,11.56814303646547,9.21464661207118,9.041796016874102,0
HAVCR1,1.029916785881492,1.194696080045361,2.612084288886742,1.4930995513440304,1.8071946908903496,4.360868083062926,2.0829765800184834,1.65014712111719,0
HAVCR2,6.284834878309842,4.6665527089001975,3.522443022465527,4.16283322367878,1.9700713150438465,3.2757206442475995,3.980409298774299,3.842638123072154,0
HBEGF,2.5431874083438717,4.5782840727206615,3.708797650419227,3.735655628804072,5.2864943450636,4.590152652043542,4.073761959565829,4.1569698507623665,0
HBQ1,10.656901390239987,9.924302975865404,9.46030764281674,13.159627063760393,11.480236369799483,10.01708683847734,10.783077046826557,10.336994114358664,0
HCLS1,10.670345081411229,10.71300749704268,14.220720751857932,9.746123424199952,14.115267857805184,12.322011663306398,11.964579379270562,11.51750958017454,0
HEXA,6.989750166619958,3.78411985768771,2.470974948084999,5.227294482602817,5.766677315150331,4.249197723506,4.748002415608636,4.738246103054408,0
HEXIM1,6.694851014390223,7.896853721377426,9.733989864389835,5.770620828729255,12.20011373100239,9.581839054118628,8.64637803566796,8.739346387748027,0
HGF,1.224211442605923,1.9086925280118885,1.1629184972671267,1.2157173360362603,0.9542487633925159,1.2480694380943689,1.2856430009013473,1.2199643893210916,0
HLA-E,3.912611029020018,7.214073527287282,4.939420141791906,4.32834072480975,3.69029550585401,2.5629829913620394,4.441287320020835,4.120475876914884,0
HMBS,9.540704073121493,9.862352263005379,8.630473436971425,11.212140900038738,11.377096274215718,8.324341303043457,9.824518041732702,9.701528168063437,0
HMOX1,1.1127655247726596,1.7243441660671555,1.4346397210312836,0.8560477660114577,0.9052170728056832,1.6115675744136884,1.2740969708503214,1.2737026229019714,0
HMOX2,6.50800794280427,10.261729550497277,29.45144921407107,5.892559516054374,8.00814612317689,9.630866647031265,11.625459832272524,8.819506385104077,0
HNMT,2.1774275117927733,2.288568565936001,1.8302942418599502,1.948942477530934,1.6050987430815267,3.1526956646627213,2.167171200810651,2.063184994661854,0
HPGDS,3.8404178539346066,3.42251972409153,4.896807568658636,3.705151794122557,3.874557818215795,3.33201423758635,3.8452448327682456,3.772784824028582,0
HS3ST3B1,6.245368539672366,4.979237828510867,4.692326328638325,5.44586103863997,5.443488926550912,8.083605574355348,5.8149813727279644,5.444674982595441,0
HS6ST1,6.488529572257275,8.62351728138849,3.8310042376134286,4.658723342359899,3.436543671103265,3.1681980234131486,5.034419354689251,4.244863789986663,0
HSD11B1,4.636574509378962,4.0354915531309885,3.8052599299247314,3.473385182785936,3.0532444702856183,6.563662933252156,4.261269763126399,3.92037574152786,0
HSPB1,3.6868949669056583,2.781402380273239,4.541493290094669,2.9660806370224275,2.841119688394997,4.0198774468780165,3.472811401594835,3.326487801964043,0
HSPB6,6.567164723327275,1.946270429959729,5.085454713473398,8.832241830699015,5.105479259819259,3.983858375931102,5.253411555534963,5.095466986646329,0
HSPG2,1.1726348094557666,1.8620875170463334,1.492239177017856,1.5364057621440774,1.1987274961992862,2.085053344391321,1.5578580177091068,1.5143224695809667,0
HTRA2,13.611499264219464,8.617553351428745,10.43950946858472,6.602056325447162,24.08795175345205,11.318030665394984,12.446100138087854,10.878770066989851,0
ICA1,3.170954126437663,8.52056757479537,,1.938479648848391,19.793795413619918,10.106097581200675,8.705978868980404,8.52056757479537,1
ICAM1,3.0821621353149893,3.0341807199221047,2.233310047583023,2.822319780029331,2.3798828369302996,3.640458652750922,2.8653856954217782,2.9282502499757177,0
ICAM2,1.8571298328289736,2.4431856682437196,1.941987029341937,2.4926390928557014,1.755260202061392,4.328165117796001,2.4697278238546208,2.1925863487928283,0
ICAM3,5.139394818621481,4.570416646955398,2.740021264295722,3.512461557979725,6.531551161098315,5.891289618031224,4.730855844496977,4.85490573278844,0
ICAM4,3.7305510262815553,3.294737570218561,2.8719047032061864,3.1515677114752694,3.6877490184718793,2.350557774922479,3.1811779674293215,3.223152640846915,0
ICAM5,1.1462009493112841,1.272333950071819,1.7621379787869376,1.1579870071761988,1.4782187041316435,0.8915224531527296,1.284733507105102,1.2151604786240089,0
ICOSLG,1.965182961623475,2.3921969679667434,1.5399320010377784,1.5898771140764216,1.2720151447721784,1.3721705031628006,1.688562448773233,1.5649045575571,0
IDUA,5.002240287700334,2.2013648766649063,3.113865271337698,1.6115732504700817,3.60769250166421,4.266612665922359,3.300558142293265,3.3607788865009542,0
IFI30,2.6627743785851385,6.433624742746191,122.67234863273664,4.192275940682893,6.583903658463775,4.035120073782175,24.43000790449947,5.312950341714542,0
IFNG,5.827935628606154,1.9873273223584234,7.468345605694107,8.981918989724903,4.9060902460166,4.094116094142502,5.544288981090448,5.367012937311377,0
IFNGR1,0.7441478629789002,1.8870965361275847,1.1760853530179154,1.3984000863384674,1.463981493476025,0.8320650795246516,1.2502960685772573,1.2872427196781913,0
IFNGR2,3.9019968134413956,1.823514196738154,1.5665754059040171,1.9287270375428738,3.078213166192576,2.912733902410706,2.5352934203716204,2.4207304699767898,0
IFNL1,3.683669013242857,4.396368433634269,57.099544924585935,4.719450956231706,5.808625047095197,5.96055315381244,13.611368588100401,5.264038001663452,0
IFNLR1,2.731086935956405,3.5593104463088543,3.561461432304613,3.0824605431060976,4.97677693407858,2.4111274268147262,3.3870372864282126,3.320885494707476,0
IGF1R,6.51759925825798,4.640885823611303,3.6844333620724883,4.00698179815194,4.75957663404292,2.124739978910066,4.289036142507783,4.323933810881622,0
IGF2R,2.031370798299988,2.466558668240799,2.007923973560727,1.7921097274838813,2.035070688172137,2.006331821820172,2.056560946262951,2.0196473859303574,0
IGFBP1,6.454850669486028,12.705019362400606,9.764522693803686,16.855446004078175,15.24776868358095,13.136113075419159,12.360620081461434,12.920566218909883,0
IGFBP2,1.5040617612730083,4.246741766311382,1.8795691368265732,3.222971072287683,1.7220179522303556,4.118032640141325,2.7822323881783877,2.551270104557128,0
IGFBP3,3.915162040980872,4.5063379281227345,2.5487474114523208,3.802414763739454,3.9848039703043763,4.220792883462597,3.8297098330103925,3.949983005642624,0
IGFBP6,2.6942561478358535,3.4860510917755327,2.3025125565604694,3.0054739898233276,3.1082985214958745,2.8251957730481867,2.9036313467565407,2.915334881435757,0
IGFBP7,2.0626515001697876,2.69981995376807,1.767192237788603,2.093037024926273,1.7648042045421635,2.783635777189673,2.1951901163974283,2.0778442625480302,0
IGFBPL1,8.719427456242089,6.18966435475246,4.294436339718122,6.250982004692374,4.700826559176079,5.375185325013529,5.921753673265775,5.782424839882994,0
IGLC2,2.5943510507149496,3.1712281517657033,2.8314079735695707,2.9893022716349464,3.1143595479133888,2.969561446703945,2.945035073717084,2.9794318591694458,0
IGSF3,3.9705578891104722,4.519320076900521,2.0038711042926844,3.9072232927311363,3.287488784021467,2.7679535869244365,3.409402455663453,3.5973560383763017,0
IKBKG,8.251866897779895,8.527512082845458,9.044681632140922,6.323232654789071,7.457413562637508,6.992124971256316,7.766138633574862,7.854640230208702,0
IL10,5.6292512304694515,4.7877841794009575,3.307274876118548,2.4105902409125637,2.8147039559039095,3.898267991285427,3.8079787456818095,3.6027714337019874,0
IL10RA,6.028265229965029,2.607614538868247,4.0152084977658715,3.779621230262526,3.134259952341554,,3.9129938898406453,3.779621230262526,1
IL10RB,1.756245459806575,1.9247559037957036,1.7181469071251299,1.523621602125454,1.8978176475696078,1.8218929090793508,1.7737467382503036,1.789069184442963,0
IL12A,2.57399334686616,2.061573319484101,2.3409633923675086,1.8779470337870028,1.288516556992043,1.9246440793641457,2.01127295481016,1.9931086994241234,0
IL12B,2.8698772684317393,2.419456478252721,2.9898837279211885,2.434214161308314,1.3864290379211512,2.8597571525480383,2.4932696377305255,2.6469856569281762,0
IL12RB1,7.22105195975994,5.387093637892619,4.197950492190388,3.7914861055075555,4.0063393768115,4.312016753972329,4.8193230543557215,4.254983623081358,0
IL13RA1,5.1699316167098495,4.207463910966172,4.28777165476828,3.529225265683195,2.7040899774390215,5.187043397045994,4.180920970435419,4.247617782867225,0
IL15,4.271874669636272,3.8308532807356284,68.1582452442392,4.8478512888957415,6.035140142393624,4.033535479274335,15.196250017529133,4.559862979266007,0
IL15RA,4.539580212547004,4.093539089178094,7.608539853132306,3.8986970277183968,6.220628178411885,4.77356131829005,5.1890909465462896,4.656570765418527,0
IL16,1.543884456163891,3.4005319007404,2.897676375342528,3.0683386990260173,1.153377793216549,2.2391166361885406,2.383820976779654,2.5683965057655342,0
IL17A,11.381924412339009,4.866690117628169,8.774347938045015,4.245191970737652,5.799372866923425,7.127831257945961,7.032559760603205,6.463602062434693,0
IL17C,1.8827474394827843,4.2606751985070614,2.591589528402861,4.586310560309775,5.3818053918398485,8.769574135492599,4.578783709005822,4.423492879408418,0
IL17D,3.595033327244077,4.9437090025413335,5.527678525227282,3.7560224540989893,5.632429847207502,3.6776333354075263,4.522084415287785,4.349865728320161,0
IL17RA,1.7128119014146426,3.1988636599041227,2.605229427474278,3.2647392386428855,2.1359587085657847,4.400047108999633,2.8862750075002244,2.9020465436892007,0
IL17RB,3.906190169520945,5.8889671538755435,3.310373867248337,2.3736641645130883,4.231950169469903,4.512827851497991,4.037328896020968,4.069070169495424,0
IL18,1.7694770151900847,1.6984378813236722,1.6365936906594236,1.391752531415495,1.3877008894471121,1.2516959482523131,1.52260965938135,1.5141731110374592,0
IL18BP,1.4583805472495595,1.8652406896693958,2.4732251582164304,1.589607733282265,2.4062657563187035,2.6417450964879214,2.072410830204046,2.1357532229940497,0
IL18R1,2.0027263285905534,1.2590679737740034,1.1602308944956679,1.253094960811614,1.5272427416962195,1.8182520456439606,1.5034358241686698,1.3931553577351115,0
IL1B,20.600424033378413,14.820333073061178,14.329168915860965,16.678142822563625,15.580122097631005,9.639322779591662,15.274585620347809,15.200227585346092,0
IL1R1,2.0347186782723896,3.068406700882307,2.022433912054061,2.063587555604598,2.3238060763068638,3.788790352831893,2.5502905459920187,2.1936968159557306,0
IL1R2,1.7231698716166644,1.5492623444595364,1.5373146690462844,1.6895966115675631,2.184032385718159,3.2425383680784763,1.987652375081114,1.7063832415921136,0
IL1RL1,4.242428630519768,2.575874214389648,4.099024292388655,6.2053671268510575,2.1849495741621947,3.235003184095738,3.7571078370678435,3.667013738242196,0
IL1RL2,4.994138954924585,3.241767510695778,4.407403494929846,2.164933252923646,3.260793672028945,4.395056006027587,3.744015481921731,3.827924839028266,0
IL1RN,3.710442138314525,2.887467781825732,4.3330031207410835,4.045317445586041,2.335779432298689,2.5326237635878726,3.3074389470589907,3.2989549600701285,0
IL20RA,4.4580515723174345,3.1963548106855915,10.886630452033753,5.46015802215946,6.575491118889842,3.378758232714759,5.659240701466807,4.959104797238448,0
IL27,2.3063915924955105,1.532531951627259,2.267690792441077,1.9684105258111673,1.502247723002186,1.565426209831943,1.8571164658681905,1.766918367821555,0
IL2RA,2.05860736805015,4.2536583335687785,3.075881900075847,2.054207743393235,2.5938954989621616,4.414714923697274,3.075160961291241,2.8348886995190044,0
IL32,4.688971219253835,8.320993850065332,79.13555143134056,4.761753850927173,10.344278637841398,5.695235565036865,18.82446409241086,7.008114707551098,0
IL3RA,2.647483730590755,3.3621411991056105,45.55763407387392,3.6001507945485773,4.611272033609847,3.5067536605391227,10.547572582044639,3.55345222754385,0
IL4R,4.45491690923578,3.688713368895621,3.0266573267448824,2.966274517113316,4.734617562090989,3.7262427201014483,3.7662370673636727,3.7074780444985347,0
IL5,3.6649696841573913,11.280181010647384,8.291597188499349,,7.561398059602045,,7.699536485726542,7.926497624050697,2
IL5RA,3.399904690968747,3.4696385665366147,3.34148172441454,2.1703291809215153,3.855921376644238,3.2502619272313296,3.247922911119497,3.3706932076916436,0
IL6,26.725524197109454,5.3991960488405955,4.058267689023975,10.652420589734518,7.974174706706764,7.6724599600603645,10.413673865245945,7.823317333383564,0
IL6R,0.8746487443845958,1.0110440890914152,0.8322376303188309,0.6795061039174422,0.7025212040289173,1.4784863429688444,0.9297406857850077,0.8534431873517134,0
IL7,4.70601977924401,10.326045714402378,2.398708463460981,6.999314707132324,6.435330947145069,5.578890505564712,6.074051686158246,6.00711072635489,0
IL7R,8.001762920164351,10.366014072292305,11.42286242469182,8.524480454438876,5.80561383564253,5.9986271388904076,8.353226807686715,8.263121687301613,0
ILKAP,8.19794295561113,15.313836310502746,81.29539306402549,9.936415512696199,9.779872332327415,8.6064494876415,22.18831827713408,9.858143922511807,0
IMPA1,9.097104826112812,11.024220995147346,75.53289000572829,8.725493298527054,16.259208766643862,10.767137101307462,21.901009165577804,10.895679048227404,0
INHBC,5.387406531837431,6.650953779674162,5.2239798237582855,5.3971982751960015,4.087713494679674,6.559980678293288,5.55120543057314,5.392302403516716,0
INPP1,8.758433499756645,5.244128001074774,3.6161056355543257,6.589717263107612,5.132955398067333,3.697120081581072,5.506409979856961,5.188541699571053,0
INPPL1,17.51823569713123,16.238176264261497,12.756865689055198,9.582112159460586,14.864518095835002,10.705291941909566,13.610866641275514,13.8106918924451,0
IRAG2,13.82164694695712,12.996964622057448,14.863838347112672,11.632886429664142,13.735792580304896,13.85191010874602,13.483839839140384,13.778719763631008,0
IRAK1,8.072511840717057,12.16797554425372,15.806855612852505,6.869538129532067,17.725419265265202,14.490369639874283,12.522111672082472,13.329172592064001,0
IRAK4,15.883918204348678,12.744248612544629,19.70919901537646,7.184034915212518,22.42181866795369,19.191669914182583,16.189148221603094,17.53779405926563,0
IRF9,6.234997008139171,7.486721104434233,5.02912962718957,6.209364177744943,9.553344125328987,5.999053525684529,6.752101594753572,6.222180592942057,0
ISLR2,6.505260258641273,6.44139171434138,42.448667796195934,7.548231103583208,7.182359402064796,6.359660853940745,12.747595188127889,6.843809830353035,0
ITGA11,5.138635364273295,4.796833680501812,5.467713307671832,2.499634470720481,6.305060072933877,3.476868477007983,4.614124228851547,4.967734522387554,0
ITGA5,3.658659589182448,3.642630930198613,2.2836528365866178,4.520995329143769,3.2138228149525787,2.4401982935873194,3.293326632275224,3.4282268725755958,0
ITGA6,6.364676550714943,9.381440777308995,10.350746027799463,6.226676447106215,14.598161866861838,10.938987437890132,9.643448184613598,9.86609340255423,0
ITGAV,1.6828666695682901,2.5265163650560023,2.1299484314165262,1.5597262442419708,1.9873459752509146,1.4709793181057949,1.8928971672732497,1.8351063224096023,0
ITGB1,2.9306757400286454,2.568398465403003,2.0321064644148765,1.867204994471697,4.538190109961311,1.667055875063672,2.600605274890534,2.3002524649089398,0
ITGB1BP2,15.684241502302529,14.424554210418796,13.71449980300517,12.648247449561024,14.328391472836696,11.570526092464755,13.728410088431495,14.021445637920934,0
ITGB2,2.1270731599206436,2.2353837197721034,2.396875527304897,2.2091564797443293,2.915659199695548,4.653026533479864,2.756195769986231,2.3161296235385,0
ITGB3,9.08643975411268,10.273813787978941,9.502586214659386,8.868165449082392,9.066071496281955,13.045441667977649,9.973753061682167,9.294512984386033,0
ITGB5,1.0350600576507627,2.629826974305652,1.5739995865138592,1.8076802321404615,2.5447098871468943,1.1557035090593972,1.7911633744695046,1.6908399093271602,0
ITGB6,3.9507814379207233,5.183473995325885,2.9127360987249973,3.128662263298494,4.418121832342561,4.480107158654058,4.01231379771112,4.1844516351316425,0
ITGB7,3.9566147932872227,6.27673674305143,6.080254215590732,6.293843235768481,2.7449654449983663,5.072711100641894,5.0708542555563545,5.576482658116313,0
ITM2A,2.0715223579080257,5.2806601999288505,4.331916333116358,2.6888076163530163,2.1988111309398453,3.8488846891051423,3.4034337212252064,3.268846152729079,0
JAM2,1.3236487111688806,2.1595082558504735,2.1831212993470563,1.0100836584850141,2.140616446795158,1.8315278293106165,1.7747510334928664,1.9860721380528872,0
JCHAIN,3.0078215517113374,1.9517509531898294,1.429747203080772,3.5758432469592396,1.96304639050326,2.954295078269096,2.4804174039522557,2.4586707343861782,0
KAZALD1,3.437819630048717,4.383165861325756,2.909653815223889,4.592561364500962,3.123462537568604,2.808349498152523,3.542502117803408,3.2806410838086606,0
KDR,1.0063350501286,1.2291482895444206,1.1322017186570554,0.9618881682891653,0.869037162052118,1.1671750248114405,1.0609642355804667,1.0692683843928277,0
KIFBP,11.233312103385188,13.190121414832449,33.183187829850965,10.926268574316675,13.87156660097731,14.960637262886602,16.22751563104153,13.530844007904879,0
KIR2DL3,3.026072603624975,2.188914624415838,63.08721567872624,3.910416292520314,6.94960923979159,3.8689942876579217,13.838537121122814,3.889705290089118,0
KIR3DL1,5.339479653995819,,,4.540652163923244,5.227386101827248,5.204278397070818,5.0779490792042825,5.215832249449033,2
KIRREL2,3.4244200467348778,4.580387360750167,44.54926740179303,3.583854148470704,7.447164434557557,3.554795616199483,11.189981501417636,4.082120754610435,0
KIT,1.8286158309642744,5.131302366706047,3.62161583419288,2.417311023484588,4.525935816585725,3.5154523603161065,3.50670553870827,3.568534097254493,0
KITLG,1.6005631451796893,1.3519054867957605,0.659509039821454,0.9118617432848946,1.3506926193818654,2.214279101448408,1.3481351893186786,1.351299053088813,0
KLB,3.9142540353697295,3.1326753765296336,31.498729549865743,2.2978351148835316,2.885371982022286,5.147967625946115,8.146138947436173,3.5234647059496815,0
KLK10,3.6623139883555638,6.908184235003934,4.998085217650171,3.8594407140703257,3.289601231524582,3.410155582708188,4.3546301615521275,3.7608773512129448,0
KLK11,2.3252211457475838,4.966870603058806,2.445582350565777,2.971964769268371,3.7521824097989325,2.097262661784167,3.0931806567039395,2.7087735599170744,0
KLK12,7.077544593748053,,10.304608606837801,3.7531703036488784,7.336772484322586,5.7122343466118055,6.836866067033825,7.077544593748053,1
